Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Alcohol content (product.metafields.custom.alcohol),Appellation/Area (product.metafields.custom.appellation),Display in (product.metafields.custom.display_in),Warehouse Bin (product.metafields.custom.warehouse_bin),Bio (product.metafields.filter.bio),Country (product.metafields.filter.country),Grapes (product.metafields.filter.grapes),Grapes-dominant (product.metafields.filter.grapes-dominant),Type (product.metafields.filter.type),Region (product.metafields.filters.region),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Restricciones de edad (product.metafields.shopify.age-restrictions),Color (product.metafields.shopify.color-pattern),País (product.metafields.shopify.country),Preferencias alimentarias (product.metafields.shopify.dietary-preferences),Tipo de evento (product.metafields.shopify.event-type),Región (product.metafields.shopify.region),Dulzura del vino (product.metafields.shopify.wine-sweetness),Variedad de vino (product.metafields.shopify.wine-variety),Productos complementarios (product.metafields.shopify--discovery--product_recommendation.complementary_products),Productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configuración de productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Impulsos de productos en la búsqueda (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
aula-bobal-tempranillo-2021,,,,,,,,,2024,,,0.75 L,,,,,861,1000.0,shopify,deny,manual,4.15,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,1.78,
eric-louis-sancerre-2020,ERIC LOUIS SANCERRE ROUGE,"<p><strong>AGING:</strong> The grapes undergo pre-fermentation cold maceration for 72 hours, allowing the wine to acquire its characteristic ruby color and to maximize the extraction of varietal aromas from the grapes. Then, the must is fermented in stainless steel tanks for 18 days at a temperature of 18–25°C with regular stirring. After that, part of the wine remains in stainless steel tanks, while another part is aged in French oak barrels for 9 months, where malolactic fermentation also takes place.</p>
<p><strong>VIEW:</strong> <span>This wine displays a charming red ruby color, clear and bright.</span></p>
<p><span><strong>BOUQUET:</strong> Its nose is very typical of the Pinot Noir grape variety, with notes of violet and spices.</span></p>
<p><span><strong>MOUTH:</strong> Its mouth is powerful, well-structured, and reminiscent of small red berries.</span></p>
<!---->",ERIC LOUIS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red wine,"all collections, ERIC LOUIS, france, francia, internacional, LUIS, seco, vin de france, vino de francia, vino tinto",true,Size,0.75 L,,Vintage,2022,,,,,530,1000.0,shopify,deny,manual,24.50,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/IMG-2973.png?v=1717000818,1,"",false,,,,,,,,,,,,,,"12,5%",AOP Sancerre,All collections,N31,,France,Pinot Noir,Pinot Noir,Red wine,Burgundy (Bourgogne),,,,,,,,,,,,,,,kg,,10.10,active
eric-louis-pouilly-fume-2021,ERIC LOUIS POUILLY-FUMÉ,"<p><strong>AGING: </strong>Until springtime, the wine is aging on fine lees in stainless steel tanks under nitrogen protection. </p>
<p><strong>VIEW:</strong> Pale gold color with a beautiful brightness.</p>
<p><strong>BOUQUET: </strong>A lovely, subtle, fruity nose.</p>
<p><strong>MOUTH: </strong>The wine combines freshness and roundness.</p>
<p><strong>FOOD PAIRING: </strong>Delicious with fish and seafood. It is also a very good pair with goat cheese like the famous « crottin de Chavignol ».</p>
<!---->",ERIC LOUIS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",White wine,"all collections, france, french, internacional, sauvignon blanc, Val de Loire, vin de france, vino blanco",true,Size,0.75 L,,Vintage,2023,,,,,846,1000.0,shopify,deny,manual,26.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/products/qme7auuqpo9f8x99l1buomvan5ijru0z.jpg?v=1705049153,1,"",false,,,,,,,,,,,,,,"12,5%",AOP Pouilly-Fumé,All collections,P43,,France,Sauvignon Blanc,Sauvignon Blanc,White wine,Loire Valley (Val de Loire),,,,francia,,,valle-loire,seco,blanco,,,,,,kg,,10.50,active
quinta-do-sil-2021,QUINTA DO SIL GODELLO,"<p><strong>VIEW:</strong> Bright pale yellow color with faint greenish reflections.</p>
<p><strong>BOUQUET:</strong> The nose is eloquent, with aromas of yellow fruits, cantaloupe melon, papaya, and herbs like chamomile.</p>
<p><strong>MOUTH:</strong> On the palate, it is sweet, intense, very full-bodied, with medium persistence and a slightly bitter finish.</p>
<p><strong>FOOD PAIRING:</strong> Lightly spiced white meats and cheeses such as Camembert, San Simón, or Cabrales.</p>
<!---->",AGRO DE BAZAN,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",White wine,"all collections, españa, Galicia, godello, nacional, rias baixas, spain, valdeorras, vino blanco",true,Size,0.75 L,,Vintage,2024,,,,,527,1000.0,shopify,deny,manual,12.90,13.90,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/IMG-2979.png?v=1717080264,1,"",false,,,,,,,,,,,,,,13%,D.O. Valdeorras,All collections,I21,,Spain,Godello,Godello,White wine,Galicia,,,,,,,,,,,,,,,kg,,7.29,active
ikunus-2017,LAUNA IKUNUS,"<p><strong>VIEW</strong>: Bright purple color.</p><p><strong>BOUQUET</strong>: Delicate aromas of blackberry and black currant, with hints of smoked oak and cola.</p><p><strong>MOUTH</strong>: Juicy, full, and rounded taste with notes of dark berries, cherries, and fresh acidity. Harmonious tannins and a soft aftertaste with a hint of floral notes.</p>",LAUNA,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, españa, La Rioja, nacional, seco, spain, tempranillo, tinto",true,Size,0.75 L,,Vintage,2018,,,,,525,1000.0,shopify,deny,manual,23.95,27.50,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/image_7_3121e375-5145-45ab-8afa-100119389d49.jpg?v=1705569785,1,"",false,,,,,,,,,,,,,,"14,5%",Rioja,All collections,K54,,Spain,Tempranillo,Tempranillo,Red wine,Rioja,,,,,,,,,,,,,,,kg,,12.34,active
josep-foraster-julieta,JOSEP FORASTER JULIETA,"<p><strong>VIEW</strong>: Red-ruby color of medium intensity with a lilac sheen.</p>
<p><strong>BOUQUET</strong>: Intense aroma of red fruits, spices, and undergrowth.</p>
<p><strong>MOUTH</strong>: Sweetish, fresh taste without a tannic sensation and with a long pleasant aftertaste.</p>",MAS FORASTER,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red wine,"all collections, Catalonia, catalunya, Cataluña, conca de barbera, españa, montblanc, nacional, regional, spain, tinto, trepat",true,Vintage,2024,,Size,0.75 L,,,,,978,1000.0,shopify,deny,manual,20.95,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_17.png?v=1722854312,1,"",false,,,,,,,,,,,,,,12%,Conca de Barberà,All collections,G13,,Spain,Trepat,Trepat,Red wine,Catalunya,,,,,,,,,,,,,,,kg,,12.28,active
el-camaleon-2018,VIÑEDOS VERTICALES EL CAMALEÓN,"<p><strong>VIEW: </strong>Wine of mauve color and medium layer.</p>
<p><strong>BOUQUET: </strong>On the nose, original with notes of red fruit and cherries that give way to balsamic and mineral notes.</p>
<p><strong>MOUTH: </strong>On the palate, fresh and tasty, with good persistence.</p>
<p><strong>AGEING:</strong> 10 months in the oak vat on its fine lees.</p>",VIÑEDOS VERTICALES,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red wine,"all collections, Andalucia, españa, nacional, rome, seco, sierras de malaga, spain, tinto",true,Size,0.75 L,,Vintage,2020,,,,,507,1000.0,shopify,deny,manual,20.25,23.95,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_19.png?v=1722858278,1,"",false,,,,,,,,,,,,,,"12,5%",Sierras de Málaga,All collections,H21,,Spain,Romé,Romé,Red wine,Andalucía,,,,,,,,,,,,,,,kg,,11.70,active
ademan-valdearanda,MAIRES ADEMAN VALDEARANDA,"<p><strong>AGING: </strong>12 months in French oak barrels.</p>
<p><strong>VIEW: </strong>Cherry red color with some violet hues.</p>
<p><strong>BOUQUET: </strong>Very broad and complex, combining ripe fruit and some red fruit with toasted aromas from the barrels and spicy notes typical of French oak barrels.</p>
<p><strong>MOUTH: </strong>Broad and silky on the palate with a touch of acidity. It has excellent persistence where aromatic and gustatory balance combine with a long and sweet finish. </p>
<p><strong>FOOD PAIRING: </strong>Its long and sweet finish makes it perfect for pairing with grilled meats, roast lamb, and even well-aged cheeses.</p>",BODEGA Y VIÑEDOS MAIRES,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red wine,"all collections, castilla, castilla y leon, españa, seco, tinta de toro, tinto, Toro",true,Vintage,2021,,Size,0.75 L,,,,,501,1000.0,shopify,deny,manual,14.50,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_58.png?v=1725377790,1,"",false,,,,,,,,,,,,,,"15,5%",Toro,All collections,J43,,Spain,Tempranillo (Tinta de toro),Tempranillo,Red wine,Castilla y León,,,,,,,,,,,,,,,kg,,7.15,active
ademan-valdearanda,,,,,,,,,2022,,,0.75 L,,,,,857,1000.0,shopify,deny,manual,14.50,15.85,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,6.82,
ademan-carabizal-2019,MAIRES ADEMAN CARABIZAL,"<p><strong>AGING:</strong> 5 months in French oak barrels.</p>
<p><strong>VIEW:</strong> Purple-violet color.</p>
<p><strong>BOUQUET:</strong> Aromas of red and wild fruits combined with sweet and spicy tones along with toasted notes.</p>
<p><strong>MOUTH:</strong> Broad and fresh on the palate, with a perfect balance between fruit and wood, allowing us to enjoy the varietal intensity of Tinta de Toro with genuine aromas from the French oak barrels. It has a very sweet final aftertaste.</p>
<p><strong>FOOD PAIRING:</strong> It pairs perfectly with red meats and cured sausages. Also with pasta dishes and even white fish.</p>",BODEGA Y VIÑEDOS MAIRES,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red wine,"all collections, castilla, castilla y leon, españa, tempranillo, tinta de toro, tinto, Toro",true,Vintage,2022,,Size,0.75 L,,,,,500,1000.0,shopify,deny,manual,10.50,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_64.png?v=1725451324,1,"",false,,,,,,,,,,,,,,15%,Toro,All collections,J44,,Spain,Tempranillo (Tinta de toro),Tempranillo,Red wine,Castilla y León,,,,,,,,,,,,,,,kg,,4.50,active
ademan-carabizal-2019,,,,,,,,,2023,,,0.75 L,,,,,856,1000.0,shopify,deny,manual,10.50,0.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4.72,
horizonte-de-exopto-2019,EXOPTO - HORIZONTE DE EXOPTO,"<p><strong>AGING: </strong>French oak barrels.<br><strong>VIEW:</strong> Deep ruby color.<br><strong>BOUQUET:</strong> Aromas of red and black fruits (cherries, blackberries) with spicy and smoky notes.<br><strong>MOUTH:</strong> Intense flavors of very clean and pure black fruit, silky tannins. Very mineral and long finish. Very good balance between intensity and finesse.<br><strong>FOOD PAIRING:</strong> Meat dishes - roasted, stewed - typical of Mediterranean cuisine, accompanied by tomato and pepper sauce, or cooked with traditional herbs and spices.</p>
<!---->",EXOPTO,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red wine,"all collections, españa, garnacha, garnacha negra, graciano, La Rioja, nacional, rioja, seco, spain, tempranillo, tinto, vino tinto",true,Size,0.75 L,,Vintage,2023,,,,,925,1000.0,shopify,deny,manual,15.75,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_42.png?v=1724265636,1,"",false,,,,,,,,,,,,,,"13,5%",D.O.Ca Rioja,All collections,K14,,Spain,Tempranillo / Garnacha / Graciano,Tempranillo,Red wine,Rioja,,,,,,,,,,,,,,,kg,,7.66,active
horizonte-de-exopto-2019,,,,,,,,,1.5 L,,,2022,,,,,972,1000.0,shopify,deny,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,17.22,
massimo-seleccion-2018,AGW MASSIMO SELECCIÓN BARRICA,"<p><strong>AGING: </strong>Fermentation and aging: The grapes are hand-harvested on terraces with a centuries-old history. After a 72-hour pre-maceration, fermentation takes place at a strictly controlled temperature in stainless steel tanks with daily stirring. The wine is then aged for 6 months in French oak barrels.</p>
<p><strong>VIEW: </strong>Cherry-red wine with a violet hue.</p>
<p><strong>BOUQUET: </strong>Elegant, medium-intensity aroma with notes of red fruits, licorice, and toasted bread.</p>
<p><strong>MOUTH: </strong>Soft, silky, very well-balanced wine with a long, warm finish.</p>
<p><strong>FOOD PAIRING: </strong>Pairs perfectly with various meat dishes, pasta, and rice.</p>
<!---->",AGW/D'MATEO,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red wine,"all collections, barrica, espana, Galicia, massimo, mencia, nacional, Ribeira Sacra, roble frances, rojo, seco, seleccion, spain, tinto, vino tinto",true,Size,0.75 L,,Vintage,2021,,,,,492,1000.0,shopify,deny,manual,15.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_46_d476dbf1-9bb9-4396-a2f8-2f918a9a2a64.png?v=1724266360,1,"",false,,,,,,,,,,,,,,13%,D.O. Ribeira Sacra,All collections,J41,,Spain,Mencía,Mencía,Red wine,Galicia,,,,,,,,,,,,,,,kg,,6.75,active
boton-de-gallo-2019,TRES PILARES BOTON DE GALLO,"<p><strong>AGING:</strong> Fermentation is carried out at a reduced temperature in stainless steel tanks, and then the wine is aged on lees for 6 months in 500 or 225-liter barrels, allowing the Verdejo grape's taste and aromatic qualities to be fully utilized. Eco-friendly product.</p>
<p><strong>VIEW:</strong> Lemon-yellow color with a greenish hue.</p>
<p><strong>BOUQUET: </strong>Clean and fresh medium-intensity aroma with notes of freshly cut grass, fresh berries, and green almond.</p>
<p><strong>MOUTH: </strong>Full-bodied and structured flavor, velvety and rounded, with good acidity. Notes of fresh apricot, grass, and anise. Long and pleasant finish with mineral notes of light smoke.</p>
<!---->",TRES PILARES,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",White wine,"all collections, blanco, castilla, castilla y leon, dominio del blanco, espana, nacional, rueda, seco, spain, verdejo, vino blanco",true,Size,0.75 L,,Vintage,2024,,,,,920,1000.0,shopify,deny,manual,10.50,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/IMG-2906.png?v=1716547374,1,"",false,,,,,,,,,,,,,,13.5%,Castilla y León,All collections,H11,,Spain,Verdejo,Verdejo,White wine,Rueda,,,,,,,,,,,,,,,kg,,5.09,active
launa-blanco-sobre-lias-2019,LAUNA BLANCO SOBRE LIAS,"<p><strong>VIEW</strong>: A refreshing, full-bodied white wine with a pale yellow hue and bright clarity.</p><p><strong>BOUQUET</strong>: Aromas of citrus and tropical fruits, complemented by hints of cream from aging on the lees.</p><p><strong>MOUTH</strong>: Full-bodied with flavors of citrus and tropical fruits, well-balanced acidity, and a creamy texture from lees aging.</p>",LAUNA,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",White wine,"all collections, chardonnay, españa, La Rioja, lias, nacional, seco, spain, viura",true,Size,0.75 L,,Vintage,2022,,,,,452,1000.0,shopify,deny,manual,8.70,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/image_8_bef71d11-43b5-4717-ba12-e6c0d7e07336.jpg?v=1705569986,1,"",false,,,,,,,,,,,,,,13%,Rioja,All collections,K53,,Spain,Viura / Chardonnay,Macabeo (Viura),White wine,Rioja,,,,,,,,,,,,,,,kg,,3.65,active
launa-blanco-sobre-lias-2019,,,,,,,,,0.75 L,,,2023,,,,,842,1000.0,shopify,deny,manual,8.70,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4.29,
launa-seleccion-familiar-reserva-2015,LAUNA SELECCIÓN FAMILIAR RESERVA,"<p><strong>VIEW</strong>: Rich and deep ruby color, indicative of the extended aging in new French oak barrels.</p>
<p><strong>BOUQUET</strong>: A complex aroma of smoke and vanilla, underpinned by pleasant notes of ripe cherry and blackberry.</p>
<p><strong>MOUTH</strong>: Full-bodied with pronounced tannins and good intensity, offering a long-lasting taste that balances woody and fruity notes.</p>",LAUNA,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red wine,"all collections, españa, graciano, La Rioja, nacional, spain, tempranillo, tinto",true,Size,0.75 L,,Vintage,2016,,,,,447,1000.0,shopify,deny,manual,16.95,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/image_11_88ede688-8079-469f-aebd-fb2c3d551249.jpg?v=1705570279,1,"",false,,,,,,,,,,,,,,14%,Rioja,All collections,K53,,Spain,Tempranillo / Graciano,Tempranillo,Red wine,Rioja,,,,,,,,,,,,,,,kg,,7.10,active
launa-seleccion-familiar-crianza-2016,LAUNA SELECCIÓN FAMILIAR CRIANZA,"<p><strong>VISTA</strong>: Dark red color. </p><p><strong>AROMA</strong>: Delicate and structured aroma of dark berries and vanilla. </p><p><strong>BOCA</strong>: Strong, elegant, and slightly astringent taste. Sensations of dry berries and dark chocolate. Persistent and warm aftertaste with notes of dark berries 1.</p>",LAUNA,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red wine,"all collections, españa, joven, La Rioja, nacional, seco, spain, tempranillo, tinto",true,Size,0.75 L,,Vintage,2020,,,,,840,1000.0,shopify,deny,manual,12.45,14.50,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Launa-SF-Crianza-2017_1.jpg?v=1706096920,1,"",false,,,,,,,,,,,,,,14%,Rioja,All collections,K53,,Spain,Tempranillo,Tempranillo,Red wine,Rioja,,,,,,,,,,,,,,,kg,,6.84,active
launa-crianza-2016,LAUNA CRIANZA,"<p><strong>VIEW</strong>: Deep ruby red color, indicating the maturity and intensity of the wine.</p><p><strong>BOUQUET</strong>: Dry and intense aroma of earth and berries, characteristic of the Tempranillo and Mazuelo blend.</p><p><strong>MOUTH</strong>: Strong taste with pronounced tannins, complemented by a lasting aftertaste of berries, plums, and black plums.</p>",LAUNA,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red wine,"all collections, españa, garnacha, La Rioja, mazuelo, nacional, seco, spain, tempranillo, tinto",true,Size,0.75 L,,Vintage,2019,,,,,445,1000.0,shopify,deny,manual,10.95,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/image_9_a956cf57-7975-4ce1-a8d9-e68b3bac8249.jpg?v=1705570062,1,"",false,,,,,,,,,,,,,,"13,5%",Rioja,All collections,K52,,Spain,Tempranillo,Tempranillo,Red wine,Rioja,,,,spain,,,rioja,seco,rojo,,,,,,kg,,4.25,active
el-tio-del-carro-2017,ARLOREN EL TIO DEL CARRO,"<p><strong>AGEING: </strong>Fermentation at a constant temperature of 24ºC (75ºF) for 12 days in concrete tanks, followed by 12 months in American and French oak barrels.</p>
<p><br><strong>VIEW: </strong>Intense cherry red colour of medium depth. <br><strong>BOUQUET:</strong> Powerful nose with aromas of ripe fruit, vanilla, chocolate, coffee and liquorice. <br><strong>MOUTH:</strong> In the mouth, pleasantly warm, red fruit jam and a long, unctuous finish.</p>
<p><br><strong>FOOD PAIRING:</strong> Roast meat, grilled vegetables, cured meats, cured cheeses, pâtés, spicy dishes and chocolate.</p>",ARLOREN,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red wine,"all collections, arlini, arloren, españa, jumilla, monastrell, Murcia, nacional, seco, tinto, vino tinto",true,Size,0.75 L,,Vintage,2017,,,,,438,1000.0,shopify,deny,manual,11.95,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/products/i85roqnri52sar0jdzny62wbf9zh9fh7.png?v=1705048879,1,"",false,,,,,,,,,,,,,,14%,D.O. Jumilla,All collections,L32,,Spain,"Monastrell, Petit Verdot",Monastrell,Red wine,Murcia,,,,,,,,,,,,,,,kg,,5.57,active
el-tio-del-carro-2017,,,,,,,,,0.75 L,,,2022,,,,,867,1000.0,shopify,deny,manual,11.95,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.84,
bru-de-verdu-2017,CELLER CERCAVINS BRU DE VERDÚ,"<p><strong>VIEW: </strong>Bright and clean, it has an intense cherry color with medium-high depth.</p>
<p><strong>BOUQUET: </strong>It offers aromas of blackberries, blueberries, and plums, combined with aging notes: toasted, creamy spices (cocoa, mocha, toffee), earthy touches, vegetal hints, and subtle smokiness.</p>
<p><strong>MOUTH: </strong>A broad entry leads to a silky, warm wine, with aging notes above the fruit. Balanced acidity and lively, tasty tannins. Celler Cercavins has crafted a wine with a long, smoky, and fruity finish.</p>
<p><strong>FOOD PAIRING: </strong>Rice with meat, roasts, grilled white meats, grilled red meats, red meats with sauce, game birds, roast lamb, cold cuts, stews, legumes, pasta with meat sauce, stewed chicken, cow's milk cheeses, mushrooms, vegetables, and stuffed vegetables.<br></p>
<!---->",CERCAVINS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red wine,"all collections, cabernet, Catalonia, catalunya, Cataluña, cercavins, costers del segre, espanya, españa, lerida, lleida, nacional, seco, spain, syrah, tinto, ull de llebre, vegano, verdu",true,Size,0.75 L,,Vintage,2023,,,,,752,1000.0,shopify,deny,manual,9.95,10.95,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo-2024-12-13T195836.925.png?v=1734116338,1,"",false,,,,,,,,,,,,,,15%,D.O. Costers del Segre,All collections,F55,,Spain,Ull de Llebre / Syrah / Cabernet,Tempranillo,Red wine,Catalunya,,,,,,,,,,,,,,,kg,,4.90,active
aula-de-autor-merlot-2016,COVIÑAS AULA DE AUTOR MERLOT,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">AGING: </strong>Ageing in oak casks from a range of sources to give this wine its unique character and personality.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">VIEW</strong>: <span data-mce-fragment=""1"">Beautiful intense picota red color with purplish hues.</span></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">BOUQUET</strong>: <span data-mce-fragment=""1"">Seductive notes from oak on a background of red berries, blackberries, and blueberries.</span></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">MOUTH</strong>: <span data-mce-fragment=""1"">Smooth, flavorful, powerful, and with good structure, sweet notes and a spicy undertone.</span></p>
<p data-mce-fragment=""1""><strong><span data-mce-fragment=""1"">FOOD PAIRING:</span></strong><span data-mce-fragment=""1""> Light stews, grilled meats, and semi-aged cheeses.</span><span data-mce-fragment=""1""></span></p>",GRUPO COVIÑAS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red wine,"all collections, españa, merlot, requena, seco, tinto, utiel, Valencia",true,Vintage,2021,,Size,0.75 L,,,,,434,1000.0,shopify,deny,manual,7.10,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/products/ddfqzq5bq206v7butfwo38zowyb4ej07.jpg?v=1705048867,1,"",false,,,,,,,,,,,,,,"13,5%",Utiel-Requena,All collections,I11,,Spain,Merlot,Merlot,Red wine,Valencia,,,,,,,,,,,,,,,kg,,3.51,active
aula-de-autor-cabernet-sauvignon-2016,COVIÑAS AULA DE AUTOR CABERNET SAUVIGNON,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">AGING: </strong>The wine is then aged in casks of differently sourced oak for between 8-to 14 months; adding structure and complexity before bottling.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">VIEW</strong>: Dark cherry red with hints of pomegranate where the wine meets the edge of the glass.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">BOUQUET</strong>: Dark fruit, chocolate, licorice with just a suggestion of tobacco and spice.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">MOUTH</strong>: Light and well balanced with smooth tannins and hints of licorice and chocolate.</p>
<p data-mce-fragment=""1""><strong>FOOD PAIRING: </strong>Game dishes, slow-cooked rich stews and mature cheeses.<br></p>",GRUPO COVIÑAS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red wine,"all collections, cabernet, españa, requena, sauvignon, seco, tinto, utiel, Valencia",true,Vintage,2021,,Size,0.75 L,,,,,759,1000.0,shopify,deny,manual,7.10,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/products/uxog69ab4na2x472plx0vtsp8uh13jx2.jpg?v=1705048864,1,"",false,,,,,,,,,,,,,,"13,5%",Utiel-Requena,All collections,I11,,Spain,Cabernet Sauvignon,Cabernet Sauvignon,Red wine,Valencia,,,,,,,,,,,,,,,kg,,3.35,active
ademan-adalia-2019,MAIRES ADEMAN ADALIA,"<p><strong>AGING: </strong>Night harvest, cold maceration on its own lees for two months, followed by maturation for two months in new lightly toasted French oak barrels.</p>
<p><strong>VIEW</strong>: Clean and bright, yellow color with greenish hues.</p>
<p><strong>BOUQUET</strong>: Medium and complex aromatic intensity with herbaceous, aniseed, and toasted notes.</p>
<p><strong>MOUTH</strong>: Wide and silky, balanced, with pleasant acidity. The palate is broad and silky with a long and structured aftertaste, leaving a slight bitterness characteristic of the Verdejo variety.</p>
<p><strong>FOOD PAIRING: </strong>Perfect combination with salads, fish, rice dishes, pasta dishes, and white meats.</p>",BODEGA Y VIÑEDOS MAIRES,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",White wine,"all collections, blanco, castilla, castilla y leon, españa, Toro, verdejo",true,Vintage,2024,,Size,0.75 L,,,,,855,1000.0,shopify,deny,manual,9.50,10.05,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_63.png?v=1725451183,1,"",false,,,,,,,,,,,,,,13%,Toro,All collections,K11,,Spain,Verdejo,Verdejo,White wine,Castilla y León,,,,,,,,,,,,,,,kg,,3.51,active
